logclf_only_tfidf,rf_only_tfidf,gbc_only_tfidf,logclf_tfidf_with_features,rf_tfidf_with_features,gbc_tfidf_with_features,logclf_tfidf_with_cleanedfeatures,rf_tfidf_with_cleanedfeatures,gbc_tfidf_with_cleanedfeatures,logclf_only_features,rf_only_features,gbc_only_features,spacy_v0,spacy_v1
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,0,1,4.539787187241018e-05,0.0002089462213916704
1,1,1,1,1,1,1,1,1,0,0,0,0.9994621872901917,0.987467885017395
1,1,1,1,1,1,1,1,0,0,0,0,0.9978927969932556,0.9840506911277771
0,0,0,0,0,0,0,0,0,1,1,1,4.652335337596014e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0015501737361773849,4.539787187241018e-05
0,1,0,0,1,0,0,1,0,0,1,0,0.9995949864387512,0.9950193166732788
1,1,1,1,1,1,1,1,1,0,1,0,0.9999078512191772,0.9996988773345947
1,1,1,1,1,1,1,1,1,0,0,0,0.9989896416664124,0.983207106590271
0,0,0,0,0,0,0,0,0,0,0,0,0.00042371588642708957,4.91401988256257e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,0,0,0,0,1,0,0,1,0,0.9996612071990967,0.9969145059585571
1,0,0,1,1,1,1,1,0,1,1,1,0.9913649559020996,0.9980925917625427
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,1,0,0,0,0,0,4.539787187241018e-05,0.0012042945018038154
0,1,0,0,1,0,0,1,0,0,0,0,0.7910639047622681,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,0.0002696994342841208,0.002251167083159089
1,1,1,1,1,1,1,1,0,0,0,0,0.9926493763923645,0.9776365160942078
0,0,0,0,0,0,0,0,0,0,0,0,0.002026609843596816,0.0027392858173698187
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00126441300380975
1,1,1,1,1,1,0,1,0,0,0,0,0.99989914894104,0.9997037053108215
0,0,0,0,0,0,0,0,0,0,0,0,0.0026183021254837513,0.00012758605589624494
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0014870549784973264
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0005683748750016093,0.010898974724113941
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,1,0,1,1,0,1,1,0,0,0,0,0.9919493198394775,0.99988853931427
1,1,1,1,1,1,1,1,0,0,1,0,0.998869001865387,0.9931829571723938
0,0,0,0,0,0,0,0,0,0,0,0,0.00018049689242616296,0.025065667927265167
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00041525857523083687,0.0003787608293350786
1,1,1,0,1,0,0,1,0,0,0,0,0.9939010143280029,0.9923967719078064
0,0,0,0,0,0,0,0,0,0,0,0,7.901452772784978e-05,0.002957676537334919
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0006018092972226441
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0001666322787059471,0.0019529827404767275
0,1,0,1,1,1,1,1,0,1,1,1,0.9413030743598938,0.998340368270874
1,1,1,1,1,1,1,1,1,0,0,0,0.9975259900093079,0.9548885226249695
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.9984785914421082,0.9920815229415894
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.003334392560645938,0.016218453645706177
0,0,0,0,0,0,0,0,0,0,0,0,0.00021307823772076517,0.00752960704267025
0,0,0,0,0,0,0,0,0,0,0,0,0.00022508819529321045,0.0001246695319423452
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00028774593374691904
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,1,4.539787187241018e-05,8.923013228923082e-05
1,0,1,0,1,1,1,1,1,0,0,0,0.9998922348022461,0.9999545812606812
1,1,1,1,1,1,1,1,1,0,0,0,0.9993947744369507,0.9880989193916321
0,0,0,0,0,0,0,0,0,0,0,0,0.00019589198927860707,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00114405807107687,4.6720353566342965e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0005506869056262076,0.060061197727918625
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00010876096348511055
0,0,0,0,0,0,0,0,0,0,0,0,0.0017960184486582875,0.0002568011695984751
1,1,1,1,1,1,1,1,1,1,1,1,0.9999086856842041,0.997870683670044
0,0,0,0,0,0,0,0,0,0,0,0,0.00014539113908540457,0.0054952832870185375
0,0,1,0,0,0,0,0,0,0,0,0,0.016885140910744667,0.001745855901390314
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,0,1,1,0,1,1,0,1,1,0,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.000519519962836057,0.0004056698817294091
0,1,0,0,1,0,0,1,0,0,0,0,0.9994245767593384,0.9848834872245789
1,1,1,1,1,1,0,1,0,0,0,0,0.9895972609519958,0.9400923848152161
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,6.60258810967207e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,1,0.9992387294769287,0.9978633522987366
0,0,0,0,0,0,0,0,0,0,0,0,0.0011847137939184904,0.0008589377976022661
0,0,0,0,0,0,0,0,0,0,0,0,0.0005232487455941737,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,1,0,0,1,0,1,0.0037445437628775835,0.029637722298502922
1,1,1,1,1,1,1,1,1,1,1,1,0.9998778104782104,0.9588455557823181
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.049188181757927e-05,0.0041428194381296635
1,1,1,1,1,1,1,1,1,0,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00034057622542604804
1,1,1,0,1,0,0,0,0,0,0,0,0.9978134632110596,0.9736538529396057
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9999442100524902,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.0001139961023000069,0.004869792144745588
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,8.331104618264362e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.007781552150845528,0.21549366414546967
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,6.002360169077292e-05,0.0020453045144677162
1,1,1,1,1,1,1,1,1,1,1,1,0.9994645714759827,0.9996659755706787
1,1,1,1,1,0,1,1,0,0,0,0,0.9969930648803711,0.9844940304756165
1,1,1,1,1,1,1,1,1,1,1,1,0.9997785687446594,0.9947481751441956
0,0,0,0,0,0,0,0,0,0,0,0,4.848891694564372e-05,0.0002488874888513237
0,0,0,0,0,0,0,0,0,0,0,0,0.0002012394688790664,0.008889700286090374
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.714941941434518e-05,0.0004077095363754779
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.000790832273196429,0.00016982479428406805
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,0,1,0,0,0,0,0,0,0,0.9999545812606812,0.9999545812606812
1,1,0,1,1,0,1,1,0,0,0,0,0.9999279975891113,0.9998915195465088
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,0,1,1,1,1,1,0,0,1,1,0.9999545812606812,0.9993084669113159
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,7.70959522924386e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0007828223751857877
1,1,1,1,1,1,1,1,1,0,1,0,0.9989564418792725,0.9989997744560242
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.000596286728978157
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0007548544090241194
1,1,1,1,1,1,1,1,1,0,0,1,0.9996298551559448,0.9992707371711731
0,0,0,0,0,0,0,0,0,0,0,0,0.0003863248275592923,0.00023531142505817115
1,1,1,1,1,1,1,1,1,1,1,1,0.9966229200363159,0.997929573059082
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,0,1,0,0,1,0,0,0,0,0.9931949377059937,0.9820059537887573
0,0,0,0,0,0,0,0,0,0,0,0,6.102281986386515e-05,0.00010972495510941371
1,0,1,1,0,1,1,1,0,1,0,1,0.0006890642689540982,0.014510486274957657
1,1,0,1,1,0,1,1,0,0,1,0,0.9999545812606812,0.9997121691703796
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.999891996383667
1,1,1,1,1,1,1,1,0,0,0,0,0.9995118379592896,0.9957868456840515
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.038042470812797546,0.01871967874467373
1,0,1,1,0,1,1,0,1,0,0,0,0.0042774672619998455,0.00921027921140194
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,1,1,1,0.9999545812606812,0.99935382604599
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.99991774559021
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0005850917077623308
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.005492076277732849,0.008157170377671719
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,0,0,1,0,0,1,0,0.9994531273841858,0.9994687438011169
1,1,1,1,1,1,1,1,1,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0018488009227439761
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00020237975695636123
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00014580972492694855
0,0,0,0,0,0,0,0,0,0,0,0,0.00015399951371364295,0.002997338306158781
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.00019194745982531458
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0012662182562053204,0.016605788841843605
0,0,0,0,0,0,0,0,0,0,0,0,0.0001241918362211436,0.0005842368700541556
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00010749512148322538,0.003917184192687273
1,1,1,1,1,1,0,1,0,0,1,0,0.9999018907546997,0.9828344583511353
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0012356837978586555
1,1,1,1,1,1,1,1,1,1,1,1,0.9993208646774292,0.9268106818199158
0,0,0,0,0,0,0,0,0,0,0,0,5.660352690028958e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,1,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.008009935729205608,0.0008321111090481281
1,1,1,1,1,1,1,1,1,0,0,0,0.9976431727409363,0.9861917495727539
1,1,1,1,1,1,1,1,0,0,1,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,8.537768007954583e-05,0.002547701820731163
0,0,0,0,0,0,0,0,0,0,0,0,4.811433973372914e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0005507302703335881
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,0,1,5.331812280928716e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00021784206910524517,0.0021674444433301687
0,0,0,0,0,0,0,0,0,0,0,0,0.003348890459164977,0.14240585267543793
0,0,1,0,0,1,0,0,1,0,1,1,0.04216080158948898,0.06581272184848785
1,1,1,1,1,1,0,1,0,0,0,0,0.9917135238647461,0.9926102757453918
1,1,1,0,1,1,1,1,1,0,1,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,1,0,0.05118991807103157,0.0003315288631711155
0,0,0,0,0,0,0,0,0,0,0,0,0.0007815749850124121,0.001822704216465354
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00026375934248790145,0.1005142405629158
0,0,1,1,1,1,1,1,1,1,1,1,0.9988277554512024,0.9975906610488892
0,0,0,0,0,0,0,0,0,0,0,0,0.01016164943575859,0.022082705050706863
0,0,0,0,0,0,0,0,0,0,0,0,0.008143186569213867,0.02981947362422943
0,0,0,0,0,0,0,0,1,1,1,1,0.0018975973362103105,0.0004608889576047659
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,0,0,1,0,0,1,0,0,0,0,0.9997071623802185,0.9821568131446838
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0010982779785990715
1,1,1,1,1,1,1,1,1,0,1,0,0.9983848333358765,0.9991388320922852
0,0,0,0,0,0,0,0,0,0,0,0,0.00034837218117900193,0.004650995600968599
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.10045019537210464,0.0749819353222847
1,0,1,1,0,1,1,0,0,0,0,0,0.9869402050971985,0.10480675846338272
0,0,1,0,0,1,0,0,0,0,0,0,4.539787187241018e-05,0.00035068992292508483
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,0.2758901119232178,0.5104889869689941
0,1,0,0,0,0,0,1,0,0,1,0,0.6113477349281311,0.7391148805618286
1,1,1,1,1,1,0,1,0,0,0,0,0.039040904492139816,0.3691827058792114
0,0,0,0,0,0,0,0,0,0,0,0,0.020197423174977303,0.0016825699713081121
1,1,1,1,1,1,1,1,1,0,0,0,0.9996821880340576,0.9822628498077393
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.010661228559911251,0.05811517313122749
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,0,0,0.9942538142204285,0.9845251441001892
0,0,0,0,0,0,0,0,0,0,0,0,0.006044573616236448,0.037527721375226974
1,1,1,1,1,1,1,1,0,0,0,0,0.99739009141922,0.9885748028755188
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,1,0,0,0,0,0,0,0.9970895648002625,0.7671279907226562
0,0,0,0,0,0,0,0,1,0,0,0,0.3960801064968109,0.5403509140014648
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,0.0015752428444102407,8.804327808320522e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00015682422963436693,0.0002444238343741745
1,1,1,1,1,1,1,1,1,0,1,1,0.9978166818618774,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,0,1,1,0,1,1,0,0.9889323711395264,0.8338638544082642
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.03338248282670975
0,0,0,0,1,0,1,1,0,0,0,0,0.044631000608205795,0.5074567198753357
0,0,0,0,0,0,0,0,0,0,0,0,6.678590580122545e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,0,0,1,0,0,1,0,0.9598932862281799,0.9633051753044128
1,1,1,1,1,1,1,1,1,0,0,0,0.9995669722557068,0.9912906885147095
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.004088524263352156,0.0008162876474671066
1,1,1,1,1,1,1,1,1,0,1,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0051774452440440655,0.3933395445346832
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0008589529315941036,0.0003417691041249782
0,0,0,0,0,0,0,0,0,0,0,0,0.00016243968275375664,6.415849202312529e-05
1,0,1,1,0,1,0,0,0,0,1,0,7.399610331049189e-05,0.004783553071320057
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0006732321926392615
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,0,1,0,0,0,0,0.9923762679100037,0.9419171810150146
0,0,0,0,0,0,0,0,0,0,0,0,0.001401960151270032,0.03763975575566292
0,0,0,0,0,0,0,0,0,0,0,0,0.00020869733998551965,0.004826518706977367
1,1,1,1,1,1,1,1,0,0,1,0,0.7470992207527161,0.3996695280075073
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.0009889807552099228,0.000124103287816979
0,0,0,0,0,0,0,0,0,0,0,0,0.00497236754745245,0.24636904895305634
0,0,0,0,0,0,0,0,0,0,0,0,0.0030243380460888147,0.00011122143769171089
1,1,1,1,1,1,1,1,1,0,0,0,0.35073044896125793,0.9357523322105408
0,1,0,1,1,1,0,1,0,1,1,1,0.3007820248603821,0.2014632672071457
1,1,1,1,1,1,1,1,0,0,1,0,0.9992979764938354,0.9976699948310852
1,1,1,1,1,1,1,1,1,1,1,1,0.9733747839927673,0.9972677230834961
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0001469486887799576
1,1,1,1,1,1,1,1,1,0,0,0,0.999866247177124,0.9998242259025574
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
1,0,0,1,0,0,0,0,0,0,0,0,0.9995806813240051,0.9966437816619873
0,0,0,0,0,0,0,0,0,0,0,0,0.0033473914954811335,0.02890443429350853
1,1,1,1,1,1,1,1,0,0,0,0,0.9654262661933899,0.9958648681640625
1,1,1,0,1,0,0,1,0,0,0,0,0.9628134965896606,0.9715476632118225
0,0,0,0,0,0,0,0,0,0,0,0,8.292299025924876e-05,0.00030228152172639966
0,0,0,0,0,0,0,0,0,0,0,0,0.15744583308696747,0.21848733723163605
1,1,1,1,1,1,1,1,0,0,1,0,0.4120434522628784,0.0510912761092186
0,0,0,0,0,0,0,0,0,0,0,0,0.0026543682906776667,0.17572668194770813
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,1,1,0,1,1,0,1,0,0,1,0,0.9968199729919434,0.9974602460861206
0,0,1,0,0,0,0,0,0,0,0,0,0.35687172412872314,0.8780449628829956
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,1,1,1,0.9988541603088379,0.999629020690918
0,0,0,0,0,0,0,0,0,0,0,0,0.00025986364926211536,0.0014888537116348743
0,0,0,0,0,0,0,0,0,0,0,0,0.0014219438889995217,0.0011968188919126987
0,0,0,0,0,0,0,0,0,1,0,1,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.09462272375822067,0.01488224696367979
0,1,1,0,1,0,0,1,0,0,1,0,0.0012624369701370597,0.03581197187304497
1,1,0,1,1,0,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.00491360342130065,0.00017192067753057927
0,0,0,0,0,0,0,0,0,0,0,0,0.00563849089667201,0.23611880838871002
1,1,1,1,1,1,1,1,0,0,0,0,0.9445008635520935,0.781963586807251
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,1,0,0,0,0,0,0,0,0,0,0.19344204664230347,0.0945214033126831
0,0,0,0,0,0,0,0,0,0,0,0,0.00034516662708483636,0.00028808932984247804
0,0,0,0,0,0,0,0,0,0,0,0,0.008735707961022854,0.00035043343086726964
1,1,1,1,1,1,1,1,1,1,1,1,0.8982164859771729,0.9969808459281921
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,0,0,0,0,0.9991582632064819,0.8952081799507141
1,1,1,1,1,1,1,1,0,0,1,0,0.9998084902763367,0.998835027217865
1,1,1,1,1,1,1,1,1,0,0,0,0.9994553923606873,0.9991299510002136
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,8.54815443744883e-05,0.0006541966577060521
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,0,0,0,0.32282891869544983,0.9179898500442505
1,1,1,1,1,0,1,1,0,0,0,0,0.9297410249710083,0.9202238917350769
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
1,1,1,1,1,1,1,1,1,0,1,1,0.9905232787132263,0.9953352808952332
1,1,1,1,1,1,1,1,0,0,1,0,0.9994620680809021,0.999691367149353
0,0,0,0,0,0,0,0,0,0,0,0,0.02865525707602501,0.42787712812423706
0,0,0,0,0,0,0,0,0,0,0,0,0.0015087956562638283,0.08613257855176926
0,0,0,0,0,0,0,0,0,0,0,0,0.000644958287011832,0.00398598238825798
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,0.0020574969239532948
0,0,0,0,0,0,0,0,0,0,0,0,4.539787187241018e-05,4.539787187241018e-05
0,0,0,0,0,0,0,0,0,1,0,1,0.0019099896308034658,0.0053367819637060165
1,1,1,1,1,1,1,1,1,1,1,1,0.9999545812606812,0.9999545812606812
